"mailgrp" "appeal" "ward" "voted98" "mailings"
"27191" 0 1 19 1 0
"27192" 1 2 28 1 1
"27194" 1 3 8 0 3
"27195" 1 3 24 0 2
"27196" 1 1 26 0 1
"27197" 0 2 7 0 0
"27199" 1 3 26 1 1
"27201" 0 2 11 1 0
"27202" 1 2 16 0 1
"27204" 1 3 13 0 3
"27207" 1 1 5 0 1
"27208" 1 1 6 0 3
"27209" 0 2 14 0 0
"27210" 0 1 5 0 0
"27211" 1 3 5 0 1
"27212" 0 3 5 0 0
"27213" 0 1 14 0 0
"27214" 0 3 27 1 0
"27215" 0 2 11 0 0
"27216" 0 1 12 0 0
"27217" 1 2 6 0 3
"27220" 1 1 8 0 2
"27222" 0 1 19 0 0
"27223" 0 1 5 0 0
"27224" 0 3 3 0 0
"27225" 0 2 6 0 0
"27228" 0 2 28 0 0
"27230" 0 2 17 0 0
"27231" 0 3 17 0 0
"27232" 0 2 10 1 0
"27235" 1 2 18 0 2
"27236" 0 2 29 0 0
"27237" 0 1 2 0 0
"27239" 1 1 30 1 1
"27240" 1 2 19 1 2
"27241" 0 3 10 1 0
"27242" 0 3 27 0 0
"27245" 1 2 11 1 1
"27246" 0 3 25 1 0
"27247" 0 2 11 1 0
"27248" 0 1 23 1 0
"27249" 1 1 4 1 2
"27250" 1 3 30 0 3
"27251" 0 1 5 0 0
"27253" 0 1 24 0 0
"27254" 0 1 24 0 0
"27255" 0 3 20 1 0
"27256" 1 2 2 1 2
"27257" 0 1 9 1 0
"27259" 0 2 2 0 0
"27260" 0 1 18 0 0
"27261" 1 1 2 0 3
"27262" 1 3 6 0 3
"27264" 0 2 24 0 0
"27265" 0 2 14 0 0
"27266" 0 3 24 1 0
"27267" 0 2 21 1 0
"27268" 0 1 30 0 0
"27269" 0 2 8 0 0
"27270" 0 2 8 0 0
"27272" 0 2 25 1 0
"27273" 0 3 21 1 0
"27274" 0 1 20 0 0
"27275" 0 2 24 0 0
"27276" 0 3 18 1 0
"27278" 0 2 13 0 0
"27281" 0 1 6 0 0
"27282" 0 3 7 1 0
"27284" 0 1 27 1 0
"27287" 0 1 19 0 0
"27289" 0 1 9 1 0
"27291" 0 1 6 1 0
"27292" 1 2 25 0 3
"27293" 0 2 11 0 0
"27294" 1 2 14 0 3
"27295" 0 2 6 0 0
"27296" 0 3 20 1 0
"27297" 0 3 29 1 0
"27298" 0 2 30 1 0
"27299" 0 3 30 0 0
"27300" 0 1 22 0 0
"27301" 0 1 21 1 0
"27302" 0 2 30 0 0
"27303" 0 2 24 0 0
"27304" 0 2 22 0 0
"27305" 1 3 16 0 3
"27307" 0 3 9 0 0
"27308" 1 3 7 0 2
"27310" 1 2 9 1 2
"27311" 1 2 25 0 2
"27312" 0 1 10 0 0
"27313" 1 1 10 1 1
"27315" 1 2 17 1 3
"27316" 1 3 9 0 1
"27317" 0 1 17 0 0
"27318" 0 1 27 0 0
"27321" 1 1 14 0 3
"27322" 0 2 13 1 0
"27323" 0 2 18 1 0
"27324" 0 2 12 0 0
"27326" 0 3 30 0 0
"27327" 0 1 30 0 0
"27328" 0 2 28 1 0
"27329" 0 2 20 0 0
"27330" 1 1 23 0 2
"27331" 0 2 26 0 0
"27332" 1 3 2 1 3
"27333" 0 3 19 0 0
"27334" 0 1 19 1 0
"27335" 0 3 14 1 0
"27336" 0 2 9 1 0
"27337" 1 1 27 1 3
"27338" 0 2 28 1 0
"27340" 1 3 24 0 1
"27341" 0 1 26 0 0
"27342" 1 2 22 0 3
"27343" 1 2 27 1 2
"27344" 1 3 28 0 3
"27345" 0 3 8 0 0
"27346" 1 2 17 1 3
"27347" 0 1 12 1 0
"27348" 0 1 24 1 0
"27349" 0 3 12 0 0
"27350" 0 2 12 0 0
"27351" 0 2 21 1 0
"27352" 0 3 7 1 0
"27353" 0 2 23 1 0
"27354" 0 3 16 0 0
"27355" 0 2 26 0 0
"27356" 0 1 22 1 0
"27358" 1 3 29 1 3
"27359" 0 2 6 1 0
"27360" 1 3 7 1 2
"27361" 0 2 27 0 0
"27363" 0 3 8 1 0
"27365" 0 1 9 0 0
"27366" 0 1 27 1 0
"27367" 1 3 27 0 2
"27368" 1 2 2 1 2
"27371" 0 3 10 1 0
"27373" 0 3 17 0 0
"27374" 0 1 14 0 0
"27375" 1 1 9 1 2
"27376" 1 3 7 0 3
"27377" 0 1 13 0 0
"27378" 0 1 6 1 0
"27379" 0 3 6 0 0
"27381" 1 2 5 0 2
"27382" 1 3 10 0 1
"27383" 1 1 2 1 3
"27384" 0 2 2 1 0
"27386" 1 3 28 0 3
"27387" 1 3 19 0 3
"27388" 0 1 7 0 0
"27389" 0 1 26 0 0
"27390" 0 1 11 1 0
"27391" 0 1 12 0 0
"27392" 1 2 17 0 2
"27393" 0 1 8 1 0
"27394" 0 1 13 1 0
"27395" 1 2 28 1 1
"27398" 1 3 8 1 1
"27399" 0 2 9 0 0
"27400" 1 1 10 1 1
"27401" 1 2 17 0 1
"27404" 1 2 9 0 2
"27405" 1 3 25 0 2
"27406" 0 1 11 1 0
"27407" 0 1 9 0 0
"27408" 0 1 11 1 0
"27409" 0 1 18 0 0
"27410" 1 2 14 0 1
"27411" 1 1 19 1 2
"27412" 1 1 11 0 1
"27413" 0 1 27 0 0
"27414" 0 2 12 0 0
"27415" 0 1 27 0 0
"27416" 0 3 22 0 0
"27417" 0 3 22 1 0
"27418" 0 2 24 0 0
"27419" 0 3 18 1 0
"27421" 0 2 12 1 0
"27422" 0 1 23 1 0
"27424" 0 3 26 1 0
"27425" 0 3 11 0 0
"27426" 0 1 7 0 0
"27427" 1 2 27 0 2
"27429" 0 3 25 1 0
"27430" 0 1 25 1 0
"27431" 1 2 29 0 2
"27432" 0 3 13 0 0
"27434" 0 2 9 0 0
"27435" 0 2 7 1 0
"27436" 0 2 15 0 0
"27438" 0 2 11 0 0
"27441" 0 3 15 0 0
"27443" 0 2 2 1 0
"27445" 1 2 9 1 1
"27446" 0 2 8 0 0
"27447" 1 3 24 0 3
"27448" 1 1 21 0 3
"27449" 0 1 26 0 0
"27450" 0 2 21 0 0
"27451" 0 2 23 1 0
"27453" 1 3 23 0 2
"27454" 0 3 9 0 0
"27457" 1 3 11 1 1
"27459" 0 2 3 0 0
"27460" 0 3 21 1 0
"27461" 0 1 7 0 0
"27462" 0 2 26 1 0
"27463" 1 2 8 0 3
"27465" 1 3 9 0 2
"27466" 0 3 16 1 0
"27467" 1 3 12 1 2
"27468" 1 1 25 1 1
"27469" 1 3 18 0 3
"27470" 0 3 25 1 0
"27471" 1 2 14 1 3
"27472" 1 1 7 1 1
"27473" 0 2 2 1 0
"27474" 0 2 12 0 0
"27475" 0 2 3 0 0
"27476" 0 3 3 0 0
"27479" 1 2 10 1 2
"27480" 1 3 27 1 3
"27482" 0 2 29 1 0
"27484" 1 2 7 0 3
"27485" 1 1 11 0 1
"27486" 0 1 26 1 0
"27487" 0 3 7 0 0
"27489" 1 2 15 0 1
"27491" 0 1 14 0 0
"27492" 0 1 27 1 0
"27493" 1 2 2 0 2
"27494" 0 1 12 0 0
"27495" 1 1 25 0 2
"27496" 1 3 27 1 2
"27497" 0 1 8 0 0
"27498" 1 3 28 0 3
"27499" 1 2 28 0 2
"27500" 0 2 21 0 0
"27501" 1 3 9 0 3
"27502" 1 2 24 1 1
"27503" 1 2 17 0 1
"27504" 0 2 23 0 0
"27505" 0 3 23 0 0
"27506" 1 3 16 0 2
"27507" 0 1 6 1 0
"27508" 1 3 25 0 1
"27510" 1 3 25 1 3
"27511" 0 1 2 0 0
"27512" 0 2 5 0 0
"27513" 1 1 27 1 1
"27515" 1 1 5 0 1
"27516" 0 3 6 0 0
"27518" 1 2 28 0 3
"27519" 0 3 21 1 0
"27520" 0 1 8 1 0
"27521" 0 3 25 1 0
"27522" 1 1 25 1 2
"27523" 0 1 10 1 0
"27525" 1 3 10 1 3
"27526" 0 3 9 0 0
"27527" 0 1 22 1 0
"27528" 0 1 20 1 0
"27529" 1 1 25 0 3
"27530" 1 1 2 0 1
"27531" 1 2 17 1 2
"27532" 0 3 7 1 0
"27533" 1 3 27 1 1
"27534" 0 3 12 1 0
"27535" 0 1 9 0 0
"27537" 1 2 22 1 3
"27538" 1 3 27 0 3
"27539" 0 3 3 1 0
"27542" 0 3 6 1 0
"27543" 1 1 26 1 1
"27544" 0 2 3 1 0
"27545" 1 3 20 1 1
"27547" 0 1 10 1 0
"27548" 0 3 26 1 0
"27549" 0 2 12 0 0
"27550" 0 2 12 0 0
"27551" 1 1 30 0 1
"27552" 1 3 21 1 3
"27553" 0 1 12 0 0
"27554" 0 1 2 0 0
"27555" 1 1 30 0 1
"27558" 1 3 15 0 1
"27559" 1 2 7 0 2
"27560" 0 2 12 0 0
"27561" 1 1 27 0 1
"27562" 1 1 24 1 1
"27563" 1 2 13 0 2
"27564" 0 2 3 1 0
"27565" 0 3 2 0 0
"27567" 1 1 27 1 3
"27568" 1 1 12 0 2
"27569" 0 3 10 1 0
"27571" 0 1 11 0 0
"27573" 1 3 12 0 1
"27575" 0 3 30 1 0
"27576" 1 1 15 1 1
"27577" 1 1 10 0 2
"27578" 0 2 9 0 0
"27580" 0 3 10 0 0
"27581" 1 3 11 0 3
"27582" 0 1 18 1 0
"27584" 0 3 9 1 0
"27585" 1 3 17 0 2
"27586" 1 2 11 1 2
"27587" 1 2 9 0 2
"27588" 1 1 14 0 1
"27589" 0 3 13 1 0
"27590" 0 1 17 0 0
"27591" 0 2 12 0 0
"27592" 0 2 18 1 0
"27594" 1 3 19 1 1
"27595" 1 2 21 1 3
"27596" 1 2 19 1 2
"27597" 1 2 20 1 2
"27598" 1 2 3 1 1
"27599" 0 3 8 1 0
"27600" 1 2 6 0 2
"27602" 1 3 18 1 1
"27603" 0 3 16 1 0
"27604" 1 1 8 0 2
"27605" 1 2 12 0 2
"27609" 1 2 27 0 3
"27611" 0 1 11 0 0
"27612" 1 3 24 1 2
"27613" 0 3 14 0 0
"27614" 1 3 3 0 3
"27615" 1 1 19 1 3
"27616" 0 2 14 1 0
"27620" 0 2 26 1 0
"27621" 0 2 10 1 0
"27622" 0 3 18 0 0
"27623" 0 2 18 1 0
"27624" 1 1 25 1 3
"27625" 1 1 11 0 3
"27627" 0 3 19 0 0
"27629" 0 1 22 0 0
"27630" 0 1 20 0 0
"27631" 0 2 22 0 0
"27633" 0 1 14 1 0
"27636" 1 1 27 1 3
"27637" 1 1 24 0 3
"27638" 0 3 24 1 0
"27639" 0 3 21 0 0
"27640" 0 1 11 1 0
"27641" 1 3 8 1 3
"27642" 1 1 26 1 1
"27643" 0 1 27 0 0
"27645" 0 3 17 0 0
"27646" 0 2 16 0 0
"27647" 1 3 25 1 2
"27648" 1 1 17 0 3
"27649" 0 1 20 0 0
"27651" 1 1 24 0 3
"27655" 0 2 13 1 0
"27656" 0 3 23 1 0
"27657" 0 3 8 1 0
"27658" 0 1 13 1 0
"27659" 0 1 25 0 0
"27660" 0 3 17 0 0
"27662" 1 1 9 0 1
"27663" 1 1 26 1 3
"27665" 0 3 23 0 0
"27666" 1 2 11 0 3
"27667" 1 1 28 1 2
"27668" 1 3 30 0 2
"27669" 1 2 7 0 3
"27670" 1 2 26 1 1
"27671" 0 1 9 0 0
"27673" 0 3 4 0 0
"27674" 1 1 10 1 1
"27675" 1 3 6 1 1
"27676" 0 1 29 0 0
"27677" 0 3 10 0 0
"27678" 1 2 11 1 2
"27679" 1 1 22 0 2
"27680" 0 2 9 0 0
"27682" 0 2 24 0 0
"27684" 0 2 17 0 0
"27685" 1 1 11 1 2
"27687" 1 1 12 0 3
"27688" 0 1 27 1 0
"27689" 0 1 27 1 0
"27691" 0 1 18 0 0
"27693" 0 2 22 0 0
"27694" 0 3 24 0 0
"27695" 1 2 22 0 2
"27696" 0 3 13 0 0
"27697" 0 2 16 0 0
"27699" 0 3 15 0 0
"27700" 1 2 30 0 2
"27701" 1 3 10 1 2
"27702" 0 3 26 0 0
"27703" 1 3 20 0 3
"27704" 1 1 22 1 3
"27705" 0 2 2 1 0
"27706" 0 3 12 1 0
"27707" 0 2 8 0 0
"27708" 0 1 16 0 0
"27709" 0 3 19 1 0
"27710" 0 2 26 0 0
"27711" 0 2 26 0 0
"27712" 1 1 15 0 3
"27713" 0 3 20 1 0
"27714" 0 3 19 0 0
"27715" 0 1 11 1 0
"27718" 1 2 11 0 3
"27719" 0 3 2 0 0
"27720" 1 1 23 0 1
"27722" 0 3 22 1 0
"27723" 0 1 11 1 0
"27724" 1 2 6 0 2
"27725" 1 2 21 0 2
"27726" 1 1 7 1 1
"27727" 1 2 11 0 1
"27728" 0 2 23 1 0
"27729" 1 1 24 0 2
"27730" 0 2 29 0 0
"27731" 0 3 10 1 0
"27732" 0 3 3 0 0
"27734" 1 2 11 0 2
"27735" 0 3 30 0 0
"27736" 0 3 9 0 0
"27737" 0 1 26 1 0
"27738" 0 1 11 0 0
"27740" 1 1 30 0 3
"27741" 0 2 29 1 0
"27742" 1 2 20 1 3
"27743" 0 1 11 0 0
"27744" 0 3 4 0 0
"27745" 1 2 30 0 2
"27746" 0 2 25 1 0
"27747" 0 3 10 0 0
"27748" 0 1 11 0 0
"27750" 1 1 26 0 3
"27751" 1 1 22 1 3
"27752" 0 2 9 1 0
"27753" 0 2 7 1 0
"27754" 1 1 24 0 1
"27756" 0 1 13 0 0
"27757" 0 3 23 0 0
"27758" 1 3 20 0 1
"27759" 1 1 21 0 3
"27760" 1 2 28 0 3
"27762" 1 2 3 1 3
"27763" 0 3 23 0 0
"27764" 1 1 28 0 3
"27765" 0 2 2 0 0
"27766" 1 2 6 0 2
"27767" 0 3 3 0 0
"27769" 1 1 27 1 2
"27770" 1 2 2 0 3
"27771" 0 1 5 0 0
"27773" 0 1 15 0 0
"27774" 1 1 24 0 2
"27775" 1 3 4 0 1
"27776" 0 2 4 1 0
"27777" 1 1 27 1 1
"27779" 0 2 12 0 0
"27780" 0 3 2 1 0
"27781" 0 3 7 1 0
"27782" 0 1 11 1 0
"27784" 0 2 16 0 0
"27786" 0 1 8 0 0
"27787" 0 2 6 1 0
"27788" 0 1 11 0 0
"27789" 0 1 11 1 0
"27790" 0 1 13 0 0
"27791" 0 2 15 1 0
"27792" 1 1 17 1 2
"27793" 0 3 26 1 0
"27794" 1 1 27 1 2
"27796" 1 1 13 0 1
"27798" 1 2 12 0 3
"27799" 0 1 22 0 0
"27800" 0 3 21 1 0
"27801" 0 2 19 0 0
"27802" 0 3 12 0 0
"27803" 1 1 8 0 2
"27804" 1 2 8 0 2
"27805" 0 2 16 1 0
"27806" 0 3 3 1 0
"27807" 1 2 26 1 3
"27810" 0 1 14 1 0
"27811" 1 3 14 0 2
"27812" 0 1 27 1 0
"27813" 0 3 4 0 0
"27814" 1 2 11 0 2
"27815" 1 2 19 0 2
"27816" 0 3 24 0 0
"27817" 0 3 14 0 0
"27818" 0 2 7 0 0
"27819" 0 3 30 0 0
"27820" 0 3 12 1 0
"27821" 0 1 25 1 0
"27822" 0 3 23 1 0
"27823" 1 2 26 1 2
"27824" 0 3 28 1 0
"27825" 1 1 8 0 2
"27826" 1 2 20 1 2
"27827" 1 1 16 0 2
"27828" 1 1 7 1 2
"27829" 1 1 4 0 1
"27830" 0 3 9 1 0
"27831" 0 3 3 0 0
"27833" 0 3 8 0 0
"27834" 0 2 8 0 0
"27838" 0 3 29 1 0
"27840" 1 3 13 1 3
"27841" 1 3 4 0 3
"27842" 0 3 27 0 0
"27844" 0 3 14 0 0
"27845" 1 3 26 0 1
"27846" 0 2 23 1 0
"27847" 1 1 10 1 2
"27848" 0 3 13 1 0
"27849" 0 1 7 1 0
"27850" 0 2 24 0 0
"27852" 1 3 8 0 1
"27853" 0 1 29 0 0
"27854" 0 1 24 0 0
"27856" 0 2 16 0 0
"27857" 0 1 21 0 0
"27858" 0 3 7 0 0
"27859" 0 3 25 1 0
"27860" 0 3 7 0 0
"27861" 1 1 27 1 1
"27862" 0 2 3 0 0
"27863" 0 2 7 0 0
"27864" 1 3 24 0 2
"27865" 1 3 23 0 1
"27866" 0 1 21 0 0
"27867" 0 3 7 0 0
"27868" 1 1 19 0 3
"27869" 0 1 3 0 0
"27870" 0 1 2 1 0
"27871" 1 1 14 0 3
"27872" 0 2 6 1 0
"27873" 1 3 22 1 1
"27874" 0 3 30 0 0
"27875" 1 2 18 0 2
"27877" 0 3 10 1 0
"27879" 0 2 7 1 0
"27880" 0 1 2 0 0
"27881" 0 2 21 0 0
"27882" 0 2 27 0 0
"27883" 1 3 16 0 1
"27884" 1 3 19 1 1
"27885" 1 3 7 0 1
"27886" 0 1 8 0 0
"27887" 0 3 8 1 0
"27888" 1 2 20 0 3
"27889" 1 2 15 0 3
"27890" 0 3 5 0 0
"27891" 1 3 27 1 2
"27892" 0 3 27 1 0
"27893" 0 3 27 1 0
"27894" 0 1 11 1 0
"27897" 0 3 8 0 0
"27898" 0 3 24 1 0
"27899" 0 2 8 1 0
"27900" 1 3 25 0 3
"27901" 0 2 22 1 0
"27902" 1 3 17 1 2
"27903" 1 3 6 0 1
"27905" 1 1 10 1 1
"27906" 0 2 18 0 0
"27907" 1 1 18 1 2
"27908" 0 3 28 1 0
"27909" 0 2 25 1 0
"27910" 0 3 12 0 0
"27911" 0 2 27 1 0
"27912" 1 2 11 1 3
"27913" 0 2 12 1 0
"27914" 1 3 13 0 3
"27915" 0 2 8 0 0
"27916" 0 3 25 0 0
"27918" 0 1 19 0 0
"27919" 0 1 23 0 0
"27920" 0 1 7 1 0
"27921" 0 3 11 1 0
"27922" 0 1 27 0 0
"27923" 0 1 29 1 0
"27924" 0 3 6 0 0
"27925" 0 3 21 1 0
"27926" 1 2 24 0 1
"27927" 0 3 14 0 0
"27928" 0 2 10 1 0
"27929" 0 1 4 0 0
"27930" 0 3 11 0 0
"27931" 1 1 15 0 3
"27932" 1 1 15 0 1
"27933" 1 2 3 0 3
"27934" 0 2 26 1 0
"27935" 1 2 30 0 2
"27936" 0 2 15 0 0
"27937" 0 3 8 0 0
"27938" 0 3 17 1 0
"27940" 0 2 2 1 0
"27941" 0 1 15 0 0
"27943" 0 3 21 0 0
"27946" 0 3 14 1 0
"27947" 1 3 23 0 2
"27948" 0 3 2 0 0
"27949" 1 1 6 1 2
"27950" 0 3 2 0 0
"27952" 0 2 30 1 0
"27954" 0 2 18 1 0
"27956" 0 1 17 1 0
"27957" 1 1 13 1 3
"27958" 1 3 29 1 2
"27960" 0 1 12 1 0
"27961" 1 1 27 0 1
"27962" 1 1 6 0 2
"27963" 0 2 20 0 0
"27964" 0 3 19 1 0
"27965" 0 3 25 0 0
"27967" 1 1 14 0 3
"27968" 1 1 23 1 1
"27969" 1 1 12 0 1
"27970" 0 1 25 1 0
"27971" 1 1 17 1 1
"27972" 0 2 5 0 0
"27974" 1 3 3 0 2
"27975" 0 1 19 0 0
"27976" 0 3 18 0 0
"27977" 1 1 25 1 1
"27978" 0 1 5 0 0
"27979" 0 2 2 1 0
"27980" 0 3 8 1 0
"27981" 0 1 12 0 0
"27982" 1 2 11 1 2
"27983" 1 2 25 0 1
"27984" 1 2 9 0 3
"27986" 0 2 8 0 0
"27987" 0 1 5 1 0
"27989" 0 3 22 0 0
"27990" 1 2 24 0 1
"27991" 0 1 19 0 0
"27992" 0 3 16 0 0
"27993" 0 1 5 1 0
"27996" 0 3 13 1 0
"27997" 0 2 18 0 0
"27998" 1 1 18 0 3
"27999" 1 1 11 0 3
"28001" 0 2 5 0 0
"28002" 1 1 9 0 3
"28003" 1 3 16 0 2
"28004" 0 3 6 1 0
"28005" 1 3 8 1 1
"28006" 1 1 5 0 2
"28007" 1 1 23 0 2
"28008" 0 1 18 0 0
"28009" 0 2 5 0 0
"28010" 0 2 16 1 0
"28011" 1 2 4 0 3
"28014" 0 2 6 0 0
"28015" 1 2 30 0 1
"28016" 1 3 15 0 1
"28017" 0 2 6 0 0
"28018" 1 2 15 0 3
"28019" 1 3 7 0 1
"28020" 0 3 3 0 0
"28022" 1 2 23 0 1
"28023" 0 1 16 0 0
"28024" 1 1 29 0 3
"28026" 0 1 3 0 0
"28028" 0 2 16 0 0
"28029" 1 1 14 0 2
"28030" 0 3 15 0 0
"28031" 0 2 25 0 0
"28032" 0 2 6 0 0
"28033" 1 3 15 0 2
"28034" 1 3 17 1 1
"28035" 0 3 12 0 0
"28037" 0 3 15 0 0
"28039" 1 1 14 0 2
"28040" 1 3 4 1 2
"28041" 1 1 3 1 3
"28042" 1 1 4 0 3
"28043" 0 3 5 1 0
"28044" 1 3 23 1 3
"28045" 1 1 3 1 3
"28046" 0 3 14 1 0
"28047" 0 2 5 0 0
"28048" 0 3 5 0 0
"28049" 0 2 3 0 0
"28050" 1 1 13 0 1
"28052" 0 1 3 0 0
"28053" 0 1 7 0 0
"28054" 0 3 16 0 0
"28057" 0 1 23 1 0
"28059" 1 3 14 0 3
"28062" 0 3 11 1 0
"28063" 1 1 18 0 1
"28065" 0 3 24 0 0
"28066" 0 1 15 0 0
"28067" 0 2 22 0 0
"28068" 1 1 18 1 2
"28069" 0 1 23 1 0
"28070" 0 1 23 0 0
"28071" 0 2 30 0 0
"28073" 0 1 30 1 0
"28074" 1 3 26 1 3
"28075" 0 3 10 0 0
"28076" 0 1 26 1 0
"28077" 1 3 19 0 1
"28078" 1 3 17 1 3
"28079" 0 1 15 0 0
"28080" 1 3 23 1 1
"28081" 0 3 25 1 0
"28082" 0 3 9 0 0
"28083" 0 2 12 0 0
"28084" 1 1 25 1 2
"28085" 0 2 9 1 0
"28086" 0 2 7 0 0
"28087" 1 3 11 0 2
"28088" 0 1 25 0 0
"28089" 1 1 18 1 1
"28090" 1 2 11 0 2
"28091" 1 3 29 1 1
"28094" 0 3 23 0 0
"28095" 1 3 30 0 1
"28096" 0 1 26 1 0
"28097" 1 1 6 0 3
"28099" 1 1 20 1 3
"28101" 1 1 21 1 1
"28102" 1 3 9 0 2
"28103" 0 3 6 0 0
"28104" 0 3 12 0 0
"28105" 1 1 30 0 1
"28106" 1 3 23 0 2
"28107" 1 1 15 1 3
"28108" 0 3 23 1 0
"28109" 1 1 15 0 1
"28110" 1 1 3 0 2
"28111" 0 3 9 1 0
"28113" 0 1 2 1 0
"28114" 0 1 24 1 0
"28115" 0 1 18 1 0
"28117" 0 1 15 0 0
"28118" 0 2 17 1 0
"28120" 0 1 17 1 0
"28121" 0 1 24 0 0
"28122" 0 1 13 0 0
"28123" 1 3 9 1 3
"28124" 0 3 25 0 0
"28125" 0 3 27 1 0
"28126" 0 2 20 0 0
"28127" 1 2 21 0 3
"28128" 0 2 27 1 0
"28129" 0 2 14 0 0
"28131" 1 1 18 1 1
"28132" 0 1 11 1 0
"28133" 0 3 18 1 0
"28134" 0 2 23 0 0
"28135" 0 2 28 0 0
"28137" 1 3 25 0 3
"28138" 1 3 2 0 1
"28139" 1 1 15 1 1
"28140" 0 1 9 0 0
"28141" 1 3 26 0 1
"28142" 0 3 8 1 0
"28144" 1 1 13 1 2
"28146" 0 3 28 0 0
"28147" 0 1 15 0 0
"28148" 0 3 6 1 0
"28149" 1 2 23 1 1
"28150" 0 3 10 1 0
"28151" 0 3 3 0 0
"28152" 0 3 18 1 0
"28153" 0 1 19 1 0
"28155" 0 3 25 0 0
"28156" 1 1 2 1 2
"28157" 0 3 18 1 0
"28158" 1 2 12 0 2
"28160" 0 3 17 0 0
"28162" 1 3 26 0 1
"28163" 1 2 28 1 2
"28165" 1 3 22 1 1
"28166" 0 2 23 1 0
"28167" 1 2 26 1 1
"28168" 0 1 21 1 0
"28169" 1 2 2 1 1
"28170" 0 1 22 0 0
"28171" 1 3 30 0 1
"28172" 0 3 27 1 0
"28173" 0 3 23 1 0
"28174" 1 2 11 1 3
"28175" 0 2 22 0 0
"28176" 0 2 12 0 0
"28177" 0 2 19 1 0
"28178" 1 1 16 1 2
"28179" 0 1 24 0 0
"28180" 1 3 24 1 3
"28181" 1 2 26 1 2
"28182" 1 3 27 1 3
"28183" 0 2 22 0 0
"28186" 1 1 23 1 1
"28188" 0 1 24 0 0
"28190" 1 1 11 1 3
"28191" 1 1 11 1 2
"28192" 1 3 28 1 3
"28194" 1 3 20 1 1
"28195" 0 2 11 1 0
"28197" 0 1 28 1 0
"28198" 1 2 9 1 2
"28201" 1 3 9 0 2
"28202" 1 3 18 1 3
"28203" 0 2 14 0 0
"28204" 1 3 13 0 3
"28205" 0 3 24 0 0
"28206" 0 2 27 1 0
"28207" 0 1 30 0 0
"28208" 0 2 20 0 0
"28209" 0 3 28 1 0
"28211" 0 3 30 0 0
"28213" 0 3 6 1 0
"28214" 0 1 28 1 0
"28215" 0 1 17 0 0
"28216" 0 1 28 0 0
"28217" 0 2 27 1 0
"28218" 0 3 12 1 0
"28219" 1 1 13 0 1
"28220" 0 2 2 0 0
"28221" 0 1 8 1 0
"28222" 1 2 28 1 1
"28225" 0 1 3 0 0
"28226" 1 2 18 0 3
"28228" 1 3 6 0 2
"28229" 0 2 27 1 0
"28231" 1 3 27 1 2
"28232" 1 2 26 1 1
"28233" 1 2 8 1 3
"28235" 1 1 6 1 1
"28236" 1 2 2 1 2
"28237" 1 3 13 1 2
"28238" 0 3 22 0 0
"28239" 0 1 18 1 0
"28240" 1 3 27 1 1
"28241" 1 2 7 1 3
"28242" 0 3 11 1 0
"28243" 0 1 10 0 0
"28245" 1 2 3 1 3
"28246" 0 3 15 0 0
"28247" 1 2 15 1 1
"28248" 1 2 11 0 1
"28249" 1 2 10 1 3
"28250" 0 1 24 0 0
"28251" 1 1 18 0 1
"28252" 0 1 15 0 0
"28253" 0 2 6 0 0
"28254" 0 2 16 0 0
"28255" 1 2 17 0 3
"28257" 0 2 14 0 0
"28258" 1 2 20 0 1
"28259" 1 3 4 1 3
"28260" 1 2 7 0 3
"28261" 1 2 18 1 1
"28262" 0 2 13 0 0
"28263" 0 1 17 1 0
"28264" 1 2 18 1 3
"28266" 0 2 2 1 0
"28267" 0 1 10 1 0
"28268" 1 3 27 1 2
"28269" 1 1 11 1 2
"28270" 0 2 9 0 0
"28271" 0 3 8 1 0
"28272" 0 2 13 0 0
"28273" 0 2 10 0 0
"28275" 0 3 26 1 0
"28276" 1 3 16 0 1
"28278" 1 2 19 1 1
"28279" 1 1 13 0 3
"28280" 1 3 12 1 3
"28281" 0 3 7 1 0
"28282" 1 3 6 1 3
"28284" 0 1 2 0 0
"28286" 0 1 6 0 0
"28288" 0 1 14 0 0
"28289" 0 1 2 0 0
"28291" 0 1 11 1 0
"28292" 1 2 13 1 1
"28293" 0 1 10 1 0
"28294" 1 2 6 0 2
"28295" 0 3 26 0 0
"28296" 0 1 6 1 0
"28297" 0 2 15 0 0
"28298" 0 1 15 0 0
"28299" 1 2 16 0 2
"28301" 1 2 3 1 1
"28303" 0 1 18 0 0
"28304" 0 1 11 0 0
"28305" 0 3 27 0 0
"28306" 0 3 2 1 0
"28307" 0 1 21 1 0
"28308" 0 3 19 1 0
"28309" 1 1 29 0 3
"28310" 0 2 20 0 0
"28311" 1 2 27 1 3
"28312" 1 3 28 1 1
"28313" 0 2 28 1 0
"28314" 1 1 8 1 2
"28315" 0 3 6 0 0
"28319" 1 2 12 0 2
"28320" 0 3 16 0 0
"28321" 1 2 16 0 1
"28322" 0 1 16 1 0
"28323" 1 2 6 0 3
"28325" 0 3 15 0 0
"28326" 0 2 30 0 0
"28328" 0 2 15 0 0
"28329" 0 1 17 1 0
"28330" 1 2 15 0 1
"28331" 1 3 12 0 2
"28332" 0 1 5 0 0
"28336" 0 1 16 0 0
"28337" 1 1 15 0 3
"28338" 0 2 5 0 0
"28339" 1 1 6 0 3
"28342" 1 1 13 1 1
"28343" 0 3 18 0 0
"28344" 0 1 11 1 0
"28347" 0 3 11 0 0
